;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
18398;Commence par un M;Nom en 3 mots ou plus;Terminus de ligne;Contient un P;Moins de 1km du peripherique;Moins de 2 km hippodrome;2;2;2;8;5;4;3;7;1;39;4.5
18399;Moins de 1 km d une riviere;Nom en 1 seul mot;Nom en 3 mots ou plus;Moins de 2 km des machines;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;31;15;14;12;8;20;10;5;5;19;2.0
18400;Moins de 1 km d une riviere;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;Moins de 2 km des machines;Nom en 1 seul mot;Nom en 3 mots ou plus;31;27;12;9;8;5;8;20;5;22;2.5
18401;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Busway 4;Moins de 1km du peripherique;Sur la ligne de Busway 5;Terminus de ligne;8;1;2;5;15;7;2;1;2;36;4.0
18402;Contient une lettre doublee;Moins de 1 km d une riviere;Terminus de ligne;Moins de 1km du peripherique;Sur la ligne de Busway 4;Sur la ligne de Busway 5;8;3;1;5;13;15;7;2;2;32;3.5
18403;Contient une lettre doublee;Moins de 1km du peripherique;Sur la ligne de Busway 5;Moins de 1 km d une riviere;Sur la ligne de Busway 4;Terminus de ligne;13;3;2;5;2;7;15;1;2;34;4.0
18404;Contient une lettre doublee;Sur la ligne de Busway 4;Terminus de ligne;Moins de 1 km d une riviere;Moins de 1km du peripherique;Sur la ligne de Busway 5;13;8;1;13;2;1;7;7;2;31;3.5
18405;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 2;Moins de 1km du peripherique;Moins de 2 km hippodrome;Sur 2 lignes ou plus;5;3;8;12;4;4;9;10;6;31;3.5
18406;Contient une lettre doublee;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Nord Loire;Situe dans Nantes;Termine par un S;21;22;6;23;13;4;31;33;6;18;2.0
18407;Contient une lettre doublee;Moins de 1km du peripherique;Nord Loire;Nom de 9 lettres ou moins;Situe dans Nantes;Termine par un S;4;22;6;11;13;4;31;59;12;20;2.0
18408;Contient une lettre doublee;Moins de 1km du peripherique;Situe dans Nantes;Nom de 9 lettres ou moins;Nord Loire;Termine par un S;4;21;6;11;23;4;33;59;19;19;2.0
18409;Contient une lettre doublee;Moins de 1km du peripherique;Termine par un S;Nom de 9 lettres ou moins;Nord Loire;Situe dans Nantes;4;21;22;11;23;13;6;12;19;17;2.0
18410;Contient une lettre doublee;Nom de 9 lettres ou moins;Nord Loire;Moins de 1km du peripherique;Situe dans Nantes;Termine par un S;8;22;6;11;33;6;23;59;12;19;2.0
18411;Contient une lettre doublee;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1km du peripherique;Nord Loire;Termine par un S;8;21;6;11;31;6;13;59;19;18;2.0
18412;Contient une lettre doublee;Nom de 9 lettres ou moins;Termine par un S;Moins de 1km du peripherique;Nord Loire;Situe dans Nantes;8;21;22;11;31;33;4;12;19;16;2.0
18413;Contient une lettre doublee;Nord Loire;Situe dans Nantes;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Termine par un S;8;4;6;23;31;12;13;33;19;18;2.0
18414;Contient une lettre doublee;Nord Loire;Termine par un S;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Situe dans Nantes;8;4;22;23;31;59;4;6;19;20;2.0
18415;Contient une lettre doublee;Situe dans Nantes;Termine par un S;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Nord Loire;8;4;21;13;33;59;4;6;12;21;2.5
18416;En correspondance avec un Chronobus;Ile de Nantes;Nom en 1 seul mot;Situe dans Nantes;Sur la ligne de Busway 5;Termine par un S;21;3;5;16;12;5;38;8;8;24;2.5
18417;En correspondance avec un Chronobus;Ile de Nantes;Situe dans Nantes;Nom en 1 seul mot;Sur la ligne de Busway 5;Termine par un S;10;3;5;10;12;5;38;15;19;22;2.5
18418;En correspondance avec un Chronobus;Ile de Nantes;Sur la ligne de Busway 5;Nom en 1 seul mot;Situe dans Nantes;Termine par un S;10;21;5;10;16;5;8;15;5;22;2.5
18419;En correspondance avec un Chronobus;Ile de Nantes;Termine par un S;Nom en 1 seul mot;Situe dans Nantes;Sur la ligne de Busway 5;10;21;3;10;16;12;8;19;5;21;2.5
18420;Contient un H;Ile de Nantes;Sur une autre commune que Nantes;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Termine par un S;6;6;7;7;5;5;12;6;3;33;3.5
18421;Contient un H;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Ile de Nantes;Sur une autre commune que Nantes;Termine par un S;2;6;7;7;12;6;5;6;8;32;3.5
18422;Contient un P;Situe dans Nantes;Termine par un E;Ile de Nantes;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;4;2;3;16;13;15;5;5;4;29;3.0
18423;Commence par une voyelle;En correspondance avec un Chronobus;Moins de 2 km des machines;Nom en 1 seul mot;Sur la ligne de Busway 5;Terminus de ligne;1;1;1;10;3;4;12;9;3;36;4.0
18424;Commence par une voyelle;En correspondance avec un Chronobus;Nom en 1 seul mot;Moins de 2 km des machines;Sur la ligne de Busway 5;Terminus de ligne;3;1;1;8;3;4;12;8;4;36;4.0
18425;Commence par une voyelle;En correspondance avec un Chronobus;Sur la ligne de Busway 5;Moins de 2 km des machines;Nom en 1 seul mot;Terminus de ligne;3;1;1;8;10;4;9;8;2;35;4.0
18426;Commence par une voyelle;En correspondance avec un Chronobus;Terminus de ligne;Moins de 2 km des machines;Nom en 1 seul mot;Sur la ligne de Busway 5;3;1;1;8;10;3;3;4;2;39;4.5
18427;Commence par une voyelle;Moins de 2 km des machines;Nom en 1 seul mot;En correspondance avec un Chronobus;Sur la ligne de Busway 5;Terminus de ligne;1;1;1;8;9;3;10;8;4;35;4.0
18428;Commence par une voyelle;Moins de 2 km des machines;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Nom en 1 seul mot;Terminus de ligne;1;1;1;8;12;3;3;8;2;38;4.0
18429;Commence par une voyelle;Moins de 2 km des machines;Terminus de ligne;En correspondance avec un Chronobus;Nom en 1 seul mot;Sur la ligne de Busway 5;1;1;1;8;12;9;4;4;2;36;4.0
18430;Commence par une voyelle;Nom en 1 seul mot;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Moins de 2 km des machines;Terminus de ligne;1;3;1;10;12;4;3;9;2;36;4.0
18431;Commence par une voyelle;Nom en 1 seul mot;Terminus de ligne;En correspondance avec un Chronobus;Moins de 2 km des machines;Sur la ligne de Busway 5;1;3;1;10;12;8;4;3;2;36;4.0
18432;Commence par une voyelle;Sur la ligne de Busway 5;Terminus de ligne;En correspondance avec un Chronobus;Moins de 2 km des machines;Nom en 1 seul mot;1;3;1;3;9;8;4;3;4;39;4.5
18433;Commence par un M;Contient un P;Nord Loire;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;Terminus de ligne;5;2;1;3;7;3;35;16;8;32;3.5
18434;Commence par un M;Contient un P;Sur la ligne de Tramway 1;Nord Loire;Sur une autre commune que Nantes;Terminus de ligne;9;2;1;10;7;3;35;7;4;31;3.5
18435;Commence par un M;Contient un P;Sur une autre commune que Nantes;Nord Loire;Sur la ligne de Tramway 1;Terminus de ligne;9;5;1;10;3;3;16;7;7;31;3.5
18436;Commence par un M;Contient un P;Terminus de ligne;Nord Loire;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;9;5;2;10;3;7;8;4;7;32;3.5
18437;Commence par un M;Nord Loire;Sur la ligne de Tramway 1;Contient un P;Sur une autre commune que Nantes;Terminus de ligne;2;2;1;10;16;8;3;7;4;33;3.5
18438;Commence par un M;Nord Loire;Sur une autre commune que Nantes;Contient un P;Sur la ligne de Tramway 1;Terminus de ligne;2;5;1;10;35;8;7;7;7;29;3.0
18439;Commence par un M;Nord Loire;Terminus de ligne;Contient un P;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;2;5;2;10;35;16;3;4;7;30;3.5
18440;Commence par un M;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;Contient un P;Nord Loire;Terminus de ligne;2;9;1;3;35;4;7;16;7;30;3.5
18441;Commence par un M;Sur la ligne de Tramway 1;Terminus de ligne;Contient un P;Nord Loire;Sur une autre commune que Nantes;2;9;2;3;35;7;3;8;7;33;3.5
18442;Commence par un M;Sur une autre commune que Nantes;Terminus de ligne;Contient un P;Nord Loire;Sur la ligne de Tramway 1;2;9;5;7;16;7;3;8;4;31;3.5
18443;Commence par un M;Moins de 1 km d une riviere;Sur la ligne de Busway 5;Nom en 3 mots ou plus;Situe dans Nantes;Sur la ligne de Tramway 3;3;10;2;12;52;12;5;15;1;27;3.0
18444;Commence par un M;Nom en 3 mots ou plus;Sur la ligne de Busway 5;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Tramway 3;8;10;2;12;17;5;15;15;1;24;2.5
18445;Commence par un M;Situe dans Nantes;Sur la ligne de Busway 5;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur la ligne de Tramway 3;8;3;2;52;17;15;15;5;1;26;3.0
18446;Commence par un M;Sur la ligne de Busway 5;Sur la ligne de Tramway 3;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Situe dans Nantes;8;3;10;15;5;15;12;5;15;23;2.5
18447;Commence par un M;Ile de Nantes;Moins de 2 km hippodrome;Nom en 1 seul mot;Termine par un S;Terminus de ligne;6;3;1;10;5;1;4;3;1;39;4.5
18448;Commence par un M;Nom en 1 seul mot;Termine par un S;Ile de Nantes;Moins de 2 km hippodrome;Terminus de ligne;1;2;1;10;4;4;5;3;1;39;4.5
18449;Commence par un M;Nom en 1 seul mot;Terminus de ligne;Ile de Nantes;Moins de 2 km hippodrome;Termine par un S;1;2;3;10;4;8;1;1;1;39;4.5
18450;Commence par un M;Termine par un S;Terminus de ligne;Ile de Nantes;Moins de 2 km hippodrome;Nom en 1 seul mot;1;2;6;5;3;8;1;1;4;40;4.5
18451;Commence par un M;Contient un H;Moins de 1 km d une riviere;Moins de 1km du peripherique;Sur 2 lignes ou plus;Terminus de ligne;2;1;1;7;3;2;5;8;7;38;4.0
18452;Contient un H;Moins de 2 km des machines;Termine par un S;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;5;3;9;11;9;8;2;5;4;33;3.5
18453;Commence par un M;Contient une lettre doublee;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Nord Loire;Sur une autre commune que Nantes;3;9;2;8;21;5;7;23;5;29;3.0
18454;Commence par un M;Contient une lettre doublee;Nom en 3 mots ou plus;En correspondance avec un Chronobus;Nord Loire;Sur une autre commune que Nantes;2;9;2;6;21;5;7;14;6;30;3.5
18455;Commence par un M;Contient une lettre doublee;Nord Loire;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Sur une autre commune que Nantes;2;3;2;6;8;5;23;14;16;29;3.0
18456;Commence par un M;Contient une lettre doublee;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Nord Loire;2;3;9;6;8;21;5;6;16;30;3.5
18457;Commence par un M;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Contient une lettre doublee;Nord Loire;Sur une autre commune que Nantes;4;9;2;6;23;5;8;14;6;29;3.0
18458;Commence par un M;En correspondance avec un Chronobus;Nord Loire;Contient une lettre doublee;Nom en 3 mots ou plus;Sur une autre commune que Nantes;4;3;2;6;7;5;21;14;16;28;3.0
18459;Commence par un M;En correspondance avec un Chronobus;Sur une autre commune que Nantes;Contient une lettre doublee;Nom en 3 mots ou plus;Nord Loire;4;3;9;6;7;23;5;6;16;29;3.0
18460;Commence par un M;Nom en 3 mots ou plus;Nord Loire;Contient une lettre doublee;En correspondance avec un Chronobus;Sur une autre commune que Nantes;4;2;2;8;7;6;21;23;16;27;3.0
18461;Commence par un M;Nom en 3 mots ou plus;Sur une autre commune que Nantes;Contient une lettre doublee;En correspondance avec un Chronobus;Nord Loire;4;2;9;8;7;14;5;5;16;28;3.0
18462;Commence par un M;Nord Loire;Sur une autre commune que Nantes;Contient une lettre doublee;En correspondance avec un Chronobus;Nom en 3 mots ou plus;4;2;3;21;23;14;5;5;6;29;3.0
18463;Commence par un M;Contient un P;Sur la ligne de Busway 5;Nom de 9 lettres ou moins;Nord Loire;Situe dans Nantes;1;9;10;7;10;13;7;3;15;25;3.0
18464;Commence par un M;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;Contient un P;Nord Loire;Situe dans Nantes;2;9;10;7;31;33;3;3;15;26;3.0
18465;Commence par un M;Nord Loire;Sur la ligne de Busway 5;Contient un P;Nom de 9 lettres ou moins;Situe dans Nantes;2;1;10;10;31;59;3;7;15;25;3.0
18466;Commence par un M;Situe dans Nantes;Sur la ligne de Busway 5;Contient un P;Nom de 9 lettres ou moins;Nord Loire;2;1;9;13;33;59;3;7;3;29;3.0
18467;En correspondance avec un Chronobus;Ile de Nantes;Moins de 1 km d une riviere;Sur 2 lignes ou plus;Sur la ligne de Busway 4;Terminus de ligne;3;2;4;4;3;1;8;13;7;35;4.0
18468;En correspondance avec un Chronobus;Ile de Nantes;Sur la ligne de Busway 4;Moins de 1 km d une riviere;Sur 2 lignes ou plus;Terminus de ligne;14;3;4;16;4;1;13;2;2;31;3.5
18469;Commence par un M;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;Nom de 9 lettres ou moins;Situe dans Nantes;Terminus de ligne;1;10;1;7;15;2;15;28;4;27;3.0
18470;Commence par un M;Nom en 3 mots ou plus;Situe dans Nantes;Moins de 1 km du chateau;Moins de 1km du peripherique;Sur 2 lignes ou plus;1;2;1;4;5;2;16;13;8;33;3.5
18471;Contient un H;En correspondance avec un Chronobus;Moins de 1km du peripherique;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;4;7;6;2;9;5;2;9;14;32;3.5
18472;Contient un H;En correspondance avec un Chronobus;Sur une autre commune que Nantes;Moins de 1km du peripherique;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;7;4;7;9;2;9;14;3;3;32;3.5
18473;Contient un H;Moins de 1km du peripherique;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;5;4;7;9;2;9;5;3;3;36;4.0
18474;Contient un H;Sur la ligne de Busway 4;Sur la ligne de Tramway 2;En correspondance avec un Chronobus;Moins de 1km du peripherique;Sur une autre commune que Nantes;5;7;6;2;2;3;9;9;3;37;4.0
18475;Commence par un M;Contient un H;Contient un P;Nom en 1 seul mot;Sur la ligne de Tramway 1;Termine par un S;6;5;3;7;9;7;7;3;3;35;4.0
18476;Commence par un M;Contient un H;Nom en 1 seul mot;Contient un P;Sur la ligne de Tramway 1;Termine par un S;2;5;3;4;9;7;7;20;8;31;3.5
18477;Commence par un M;Contient un H;Sur la ligne de Tramway 1;Contient un P;Nom en 1 seul mot;Termine par un S;2;6;3;4;7;7;3;20;4;34;4.0
18478;Commence par un M;Contient un H;Termine par un S;Contient un P;Nom en 1 seul mot;Sur la ligne de Tramway 1;2;6;5;4;7;9;3;8;4;35;4.0
18479;Commence par un M;Contient un P;Nom en 1 seul mot;Contient un H;Sur la ligne de Tramway 1;Termine par un S;4;5;3;4;3;3;7;20;8;34;4.0
18480;Commence par un M;Contient un P;Sur la ligne de Tramway 1;Contient un H;Nom en 1 seul mot;Termine par un S;4;6;3;4;7;3;9;20;4;33;3.5
18481;Commence par un M;Contient un P;Termine par un S;Contient un H;Nom en 1 seul mot;Sur la ligne de Tramway 1;4;6;5;4;7;3;7;8;4;34;4.0
18482;Commence par un M;Nom en 1 seul mot;Sur la ligne de Tramway 1;Contient un H;Contient un P;Termine par un S;4;2;3;7;7;8;9;3;4;35;4.0
18483;Commence par un M;Nom en 1 seul mot;Termine par un S;Contient un H;Contient un P;Sur la ligne de Tramway 1;4;2;5;7;7;20;7;3;4;32;3.5
18484;Commence par un M;Sur la ligne de Tramway 1;Termine par un S;Contient un H;Contient un P;Nom en 1 seul mot;4;2;6;9;3;20;7;3;8;33;3.5
18485;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Sud Loire;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Termine par un E;24;13;19;7;2;5;7;9;8;24;2.5
18486;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Sud Loire;Termine par un E;13;11;19;7;7;16;2;9;5;23;2.5
18487;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Termine par un E;Moins de 1 km de la Tour Bretagne;Sud Loire;Sur la ligne de Busway 4;13;11;13;7;7;4;5;8;5;25;3.0
18488;Moins de 1 km d une riviere;Sur la ligne de Busway 4;Termine par un E;Moins de 1 km de la Tour Bretagne;Nom de 9 lettres ou moins;Sud Loire;13;24;11;2;4;9;5;16;8;24;2.5
18489;Moins de 2 km des machines;Moins de 2 km hippodrome;Nom de 9 lettres ou moins;Nord Loire;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;17;8;2;12;1;1;31;15;12;25;3.0
18490;Moins de 2 km des machines;Moins de 2 km hippodrome;Nord Loire;Nom de 9 lettres ou moins;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;11;8;2;4;1;1;31;35;16;27;3.0
18491;Moins de 2 km des machines;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;Nom de 9 lettres ou moins;Nord Loire;Sur une autre commune que Nantes;11;17;2;4;12;1;15;35;7;24;2.5
18492;Moins de 2 km des machines;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Nom de 9 lettres ou moins;Nord Loire;Sur la ligne de Tramway 1;11;17;8;4;12;1;12;16;7;23;2.5
18493;Commence par une voyelle;Contient une lettre doublee;Moins de 1 km d une riviere;Sud Loire;Sur 2 lignes ou plus;Termine par un E;1;1;4;4;3;10;11;8;19;31;3.5
18494;Commence par une voyelle;Contient une lettre doublee;Sud Loire;Moins de 1 km d une riviere;Sur 2 lignes ou plus;Termine par un E;2;1;4;13;3;10;11;1;8;32;3.5
18495;Commence par une voyelle;Contient une lettre doublee;Sur 2 lignes ou plus;Moins de 1 km d une riviere;Sud Loire;Termine par un E;2;1;4;13;4;10;8;1;2;34;4.0
18496;Commence par une voyelle;Contient une lettre doublee;Termine par un E;Moins de 1 km d une riviere;Sud Loire;Sur 2 lignes ou plus;2;1;1;13;4;3;19;8;2;34;4.0
18497;Commence par un B;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Sud Loire;Sur la ligne de Busway 5;Sur une autre commune que Nantes;3;1;3;3;3;5;7;7;12;37;4.0
18498;Commence par un M;Contient un P;Moins de 2 km des machines;Ne contient pas de E;Nom en 1 seul mot;Terminus de ligne;2;6;1;4;7;3;5;12;3;37;4.0
18499;Commence par un M;Contient un P;Ne contient pas de E;Moins de 2 km des machines;Nom en 1 seul mot;Terminus de ligne;2;6;1;7;7;3;5;12;1;36;4.0
18500;Commence par un M;Contient un P;Nom en 1 seul mot;Moins de 2 km des machines;Ne contient pas de E;Terminus de ligne;2;2;1;7;4;3;12;12;4;35;4.0
18501;Commence par un M;Contient un P;Terminus de ligne;Moins de 2 km des machines;Ne contient pas de E;Nom en 1 seul mot;2;2;6;7;4;7;3;1;4;38;4.0
18502;Commence par un M;Moins de 2 km des machines;Ne contient pas de E;Contient un P;Nom en 1 seul mot;Terminus de ligne;2;6;1;7;12;3;4;12;1;35;4.0
18503;Commence par un M;Moins de 2 km des machines;Nom en 1 seul mot;Contient un P;Ne contient pas de E;Terminus de ligne;2;2;1;7;5;3;7;12;4;36;4.0
18504;Commence par un M;Moins de 2 km des machines;Terminus de ligne;Contient un P;Ne contient pas de E;Nom en 1 seul mot;2;2;6;7;5;12;3;1;4;37;4.0
18505;Commence par un M;Ne contient pas de E;Nom en 1 seul mot;Contient un P;Moins de 2 km des machines;Terminus de ligne;2;2;1;4;5;1;7;12;4;37;4.0
18506;Commence par un M;Ne contient pas de E;Terminus de ligne;Contient un P;Moins de 2 km des machines;Nom en 1 seul mot;2;2;6;4;5;12;3;3;4;38;4.0
18507;Commence par un M;Nom en 1 seul mot;Terminus de ligne;Contient un P;Moins de 2 km des machines;Ne contient pas de E;2;2;2;7;12;12;3;3;1;37;4.0
18508;Contient une lettre doublee;En correspondance avec un Chronobus;Ile de Nantes;Ne contient pas de E;Nom en 1 seul mot;Sur la ligne de Tramway 2;3;9;9;3;10;9;3;10;3;33;3.5
18509;Contient une lettre doublee;Ne contient pas de E;Nom en 1 seul mot;En correspondance avec un Chronobus;Ile de Nantes;Sur la ligne de Tramway 2;6;2;9;3;3;4;10;10;7;33;3.5
18510;Contient une lettre doublee;Ne contient pas de E;Sur la ligne de Tramway 2;En correspondance avec un Chronobus;Ile de Nantes;Nom en 1 seul mot;6;2;9;3;3;12;9;3;7;35;4.0
18511;Contient une lettre doublee;Nom en 1 seul mot;Sur la ligne de Tramway 2;En correspondance avec un Chronobus;Ile de Nantes;Ne contient pas de E;6;2;3;10;10;12;9;3;4;32;3.5
18512;Commence par un B;Moins de 2 km hippodrome;Sur la ligne de Busway 5;Nom en 3 mots ou plus;Termine par un S;Terminus de ligne;1;1;2;4;3;1;5;5;2;42;4.5
18513;Commence par un B;Nom en 3 mots ou plus;Termine par un S;Moins de 2 km hippodrome;Sur la ligne de Busway 5;Terminus de ligne;3;1;2;4;5;4;3;5;1;41;4.5
18514;Commence par un B;Nom en 3 mots ou plus;Terminus de ligne;Moins de 2 km hippodrome;Sur la ligne de Busway 5;Termine par un S;3;1;1;4;5;8;1;2;1;41;4.5
18515;Commence par un B;Termine par un S;Terminus de ligne;Moins de 2 km hippodrome;Nom en 3 mots ou plus;Sur la ligne de Busway 5;3;1;1;3;8;5;1;4;2;41;4.5
18516;Moins de 1 km du chateau;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;Nom en 1 seul mot;Nom en 3 mots ou plus;Termine par un E;5;4;6;4;4;4;7;6;7;34;4.0
18517;Moins de 1 km du chateau;Moins de 2 km hippodrome;Termine par un E;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;5;4;6;4;4;10;25;5;7;30;3.5
18518;Commence par une voyelle;Contient une lettre doublee;Moins de 1 km d une riviere;Moins de 2 km des machines;Sud Loire;Termine par un E;3;1;4;8;4;10;31;11;19;27;3.0
18519;Commence par une voyelle;Contient une lettre doublee;Moins de 2 km des machines;Moins de 1 km d une riviere;Sud Loire;Termine par un E;2;1;4;13;4;10;31;3;11;29;3.0
18520;Commence par une voyelle;Contient une lettre doublee;Sud Loire;Moins de 1 km d une riviere;Moins de 2 km des machines;Termine par un E;2;3;4;13;8;10;11;3;8;30;3.5
18521;Commence par une voyelle;Contient une lettre doublee;Termine par un E;Moins de 1 km d une riviere;Moins de 2 km des machines;Sud Loire;2;3;1;13;8;4;19;11;8;29;3.0
18522;Commence par un B;Nom en 1 seul mot;Terminus de ligne;Ile de Nantes;Moins de 1 km de la Tour Bretagne;Nord Loire;1;2;10;10;5;32;1;1;8;32;3.5
